60.0	1.32822889859e+22	1.32822889859e+22	0.0	1.05835128624e+22	1.05835128624e+22	0.0	0.203186071792
100.0	1.2656836372e+22	1.2656836372e+22	0.0	1.00807097858e+22	1.00807097858e+22	0.0	0.203536374377
140.0	1.20502977317e+22	1.20502977317e+22	0.0	9.59324569463e+21	9.59324569463e+21	0.0	0.203899695411
180.0	1.14623927282e+22	1.14623927282e+22	0.0	9.12086488211e+21	9.12086488211e+21	0.0	0.204279150231
220.0	1.08928234079e+22	1.08928234079e+22	0.0	8.66333660023e+21	8.66333660023e+21	0.0	0.204674832613
260.0	1.03413254055e+22	1.03413254055e+22	0.0	8.22045998023e+21	8.22045998023e+21	0.0	0.205086421917
300.0	9.80764930024e+21	9.80764930024e+21	0.0	7.79202867324e+21	7.79202867324e+21	0.0	0.205515161207
340.0	9.29152699203e+21	9.29152699203e+21	0.0	7.37781131375e+21	7.37781131375e+21	0.0	0.205963527838
380.0	8.79266548745e+21	8.79266548745e+21	0.0	6.97756091065e+21	6.97756091065e+21	0.0	0.206433939673
420.0	8.31078914529e+21	8.31078914529e+21	0.0	6.5910744286e+21	6.5910744286e+21	0.0	0.206925562258
460.0	7.84564611389e+21	7.84564611389e+21	0.0	6.21814371652e+21	6.21814371652e+21	0.0	0.207440199792
500.0	7.39697212664e+21	7.39697212664e+21	0.0	5.85854546984e+21	5.85854546984e+21	0.0	0.207980594015
540.0	6.96448001273e+21	6.96448001273e+21	0.0	5.51203414279e+21	5.51203414279e+21	0.0	0.208550511638
580.0	6.54789423505e+21	6.54789423505e+21	0.0	5.17840542464e+21	5.17840542464e+21	0.0	0.209149500778
620.0	6.1469632346e+21	6.1469632346e+21	0.0	4.85745291757e+21	4.85745291757e+21	0.0	0.20978006014
660.0	5.76141742122e+21	5.76141742122e+21	0.0	4.54894287217e+21	4.54894287217e+21	0.0	0.210447266775
700.0	5.39097330713e+21	5.39097330713e+21	0.0	4.2526462007e+21	4.2526462007e+21	0.0	0.211154283574
740.0	5.03536491229e+21	5.03536491229e+21	0.0	3.96835773773e+21	3.96835773773e+21	0.0	0.211902651177
780.0	4.6943366401e+21	4.6943366401e+21	0.0	3.69586534815e+21	3.69586534815e+21	0.0	0.212696993953
820.0	4.36761140512e+21	4.36761140512e+21	0.0	3.43492878266e+21	3.43492878266e+21	0.0	0.213545239251
860.0	4.05491618066e+21	4.05491618066e+21	0.0	3.18534253271e+21	3.18534253271e+21	0.0	0.21444922884
900.0	3.75599705685e+21	3.75599705685e+21	0.0	2.94689756011e+21	2.94689756011e+21	0.0	0.215415370272
940.0	3.47058154737e+21	3.47058154737e+21	0.0	2.71935802743e+21	2.71935802743e+21	0.0	0.216454651674
980.0	3.19839906194e+21	3.19839906194e+21	0.0	2.50251799207e+21	2.50251799207e+21	0.0	0.217571683956
1020.0	2.93919440555e+21	2.93919440555e+21	0.0	2.29616675168e+21	2.29616675168e+21	0.0	0.218776836488
1060.0	2.69269835311e+21	2.69269835311e+21	0.0	2.10007545749e+21	2.10007545749e+21	0.0	0.220085140596
1100.0	2.45864764989e+21	2.45864764989e+21	0.0	1.91404315459e+21	1.91404315459e+21	0.0	0.221505710804
1140.0	2.23678433263e+21	2.23678433263e+21	0.0	1.73784963338e+21	1.73784963338e+21	0.0	0.223058920779
1180.0	2.02684479535e+21	2.02684479535e+21	0.0	1.57128472639e+21	1.57128472639e+21	0.0	0.224763173782
1220.0	1.8285738997e+21	1.8285738997e+21	0.0	1.41414204863e+21	1.41414204863e+21	0.0	0.226642112269
1260.0	1.64171361265e+21	1.64171361265e+21	0.0	1.26620670672e+21	1.26620670672e+21	0.0	0.228728630279
1300.0	1.46601056327e+21	1.46601056327e+21	0.0	1.1272799272e+21	1.1272799272e+21	0.0	0.231056067783
1340.0	1.30121399204e+21	1.30121399204e+21	0.0	9.97151080221e+20	9.97151080221e+20	0.0	0.233676331242
1380.0	1.14696491037e+21	1.14696491037e+21	0.0	8.75444691816e+20	8.75444691816e+20	0.0	0.236729315868
1420.0	9.75162574029e+20	9.75162574029e+20	0.0	7.16657469864e+20	7.16657469864e+20	0.0	0.265089238502
1460.0	7.60981409932e+20	7.60981409932e+20	0.0	5.25761158597e+20	5.25761158597e+20	0.0	0.309101179432
1500.0	6.03849613307e+20	6.03849613307e+20	0.0	4.60115761089e+20	4.60115761089e+20	0.0	0.238029219611
1540.0	5.26820903667e+20	5.26820903667e+20	0.0	4e+20	4e+20	0.0	0.240728685564
1580.0	4.59516107457e+20	4.59516107457e+20	0.0	3.50230379521e+20	3.50230379521e+20	0.0	0.237827850128
1620.0	4.00507967277e+20	4.00507967277e+20	0.0	3.03660179298e+20	3.03660179298e+20	0.0	0.241812387996
1660.0	3.45402666423e+20	3.45402666423e+20	0.0	2.60262541392e+20	2.60262541392e+20	0.0	0.246495274379
