1700.0	2.9416777035e+20	2.9416777035e+20	0.0	2.20011369384e+20	2.20011369384e+20	0.0	0.252088802515
1740.0	2.46775920093e+20	2.46775920093e+20	0.0	1.82888091992e+20	1.82888091992e+20	0.0	0.258890041121
1780.0	2.03209438314e+20	2.03209438314e+20	0.0	1.4888241954e+20	1.4888241954e+20	0.0	0.267344958109
1820.0	1.63461893767e+20	1.63461893767e+20	0.0	1.17994141712e+20	1.17994141712e+20	0.0	0.278155055024
1860.0	1.27542663169e+20	1.27542663169e+20	0.0	9.02387777484e+19	9.02387777484e+19	0.0	0.292481625317
1900.0	9.54849596399e+19	9.54849596399e+19	0.0	6.56550339085e+19	6.56550339085e+19	0.0	0.312404444049
1940.0	6.7358949718e+19	6.7358949718e+19	0.0	4.43187615495e+19	4.43187615495e+19	0.0	0.342050882103
1980.0	4.32964503609e+19	4.32964503609e+19	0.0	2.63693206725e+19	2.63693206725e+19	0.0	0.390958832592
2020.0	2.3414777224e+19	2.3414777224e+19	0.0	1.18588870401e+19	1.18588870401e+19	0.0	0.493529794168
2060.0	8.3514038809e+18	8.3514038809e+18	0.0	1.77605807153e+18	1.77605807153e+18	0.0	0.787334189932
2100.0	8.0652239564e+17	8.0652239564e+17	0.0	20000000000.0	20000000000.0	0.0	0.999999975202
