   60.000000000000000                1.3282288985871168E+022            1.0583512862429477E+022          0.20318607179172751     
   100.00000000000000                1.2656836372022337E+022            1.0080709785780635E+022          0.20353637437678931     
   140.00000000000000                1.2050297731746005E+022            9.5932456946253756E+021          0.20389969541147754     
   180.00000000000000                1.1462392728249969E+022            9.1208648821113524E+021          0.20427915023080101     
   220.00000000000000                1.0892823407939912E+022            8.6633366002346744E+021          0.20467483261319902     
   260.00000000000000                1.0341325405530530E+022            8.2204599802278739E+021          0.20508642191729304     
   300.00000000000000                9.8076493002446303E+021            7.7920286732395049E+021          0.20551516120737007     
   340.00000000000000                9.2915269920317401E+021            7.3778113137505636E+021          0.20596352783803432     
   380.00000000000000                8.7926654874465820E+021            6.9775609106491570E+021          0.20643393967265974     
   420.00000000000000                8.3107891452947999E+021            6.5910744285986203E+021          0.20692556225780387     
   460.00000000000000                7.8456461138893199E+021            6.2181437165231596E+021          0.20744019979246286     
   500.00000000000000                7.3969721266441783E+021            5.8585454698351538E+021          0.20798059401461746     
   540.00000000000000                6.9644800127296980E+021            5.5120341427852317E+021          0.20855051163757829     
   580.00000000000000                6.5478942350467756E+021            5.1784054246372488E+021          0.20914950077835881     
   620.00000000000000                6.1469632346042820E+021            4.8574529175701265E+021          0.20978006014008138     
   660.00000000000000                5.7614174212192417E+021            4.5489428721749962E+021          0.21044726677478948     
   700.00000000000000                5.3909733071339043E+021            4.2526462006968545E+021          0.21115428357448834     
   740.00000000000000                5.0353649122868954E+021            3.9683577377293819E+021          0.21190265117705528     
   780.00000000000000                4.6943366401003749E+021            3.6958653481479517E+021          0.21269699395292491     
   820.00000000000000                4.3676114051195050E+021            3.4349287826599916E+021          0.21354523925051289     
   860.00000000000000                4.0549161806645470E+021            3.1853425327092301E+021          0.21444922884023840     
   900.00000000000000                3.7559970568518972E+021            2.9468975601101460E+021          0.21541537027185559     
   940.00000000000000                3.4705815473659770E+021            2.7193580274258658E+021          0.21645465167365330     
   980.00000000000000                3.1983990619435518E+021            2.5025179920725201E+021          0.21757168395621335     
   1020.0000000000000                2.9391944055475074E+021            2.2961667516785301E+021          0.21877683648802246     
